area,street,mins_to_underground,housing_type,ceiling_height_m,bathroom_type,view,renovation_type,house_material_type,parking,living_area,kitchen_area,construction_year,house_commisioned,finishing_type,price_per_meter,deal_conditions,url,mortgage_availability,transport_accessibility_score,address
Арбат,Гоголевский бул.,5.0,Вторичка,32.0,2 совмещенных,На улицу и двор,Дизайнерский,Монолитный,Подземная,138.0,12.0,,,,944444.0,свободная продажа,https://www.cian.ru/sale/flat/298383719/,возможна,,
Хамовники,7-й Ростовский пер.,7.0,Вторичка,,3 совмещенных,На улицу и двор,Дизайнерский,Монолитный,Подземная,,15.0,,,,936639.0,свободная продажа,https://www.cian.ru/sale/flat/307775241/,,,
Хамовники,7-й Ростовский пер.,7.0,Вторичка,,3 совмещенных,На улицу и двор,Евроремонт,Монолитный,,120.0,15.0,,,,858586.0,свободная продажа,https://www.cian.ru/sale/flat/305579710/,,,
Арбат,Гоголевский бул.,5.0,Вторичка,32.0,2 совмещенных,,Евроремонт,Монолитный,Подземная,121.0,15.0,,,,944279.0,свободная продажа,https://www.cian.ru/sale/flat/300751265/,,,
Замоскворечье,Пятницкая ул.,10.0,Вторичка,,,Во двор,,Кирпичный,,137.0,30.0,,,,913978.0,свободная продажа,https://www.cian.ru/sale/flat/299293819/,,,
,,12.0,Вторичка,3.0,"2 совмещенных, 1 раздельный",Во двор,Дизайнерский,Монолитный,Подземная,155.0,22.0,,,,772273.0,свободная продажа,https://www.cian.ru/sale/flat/307674453/,,,
Замоскворечье,Пятницкая ул.,10.0,Вторичка,35.0,3 раздельных,,Евроремонт,Кирпичный,Подземная,115.0,15.0,,,,918919.0,свободная продажа,https://www.cian.ru/sale/flat/280249026/,,,
,,2.0,Вторичка,,3 раздельных,На улицу и двор,Дизайнерский,Кирпичный,,115.0,31.0,,,,903723.0,свободная продажа,https://www.cian.ru/sale/flat/301220208/,,,
,,20.0,Вторичка,3.0,"2 совмещенных, 1 раздельный",На улицу,Без ремонта,Монолитный,Подземная,155.0,20.0,,,,557049.0,свободная продажа,https://www.cian.ru/sale/flat/296706285/,,,
Хорошево-Мневники,Причальный проезд,12.0,Вторичка,,"1 совмещенный, 1 раздельный",На улицу и двор,Дизайнерский,,Подземная,,52.0,,,,742358.0,свободная продажа,https://www.cian.ru/sale/flat/308101272/,возможна,,
Тверской,Страстной бул.,2.0,Вторичка,3.0,3 совмещенных,На улицу и двор,Дизайнерский,Кирпичный,,112.0,31.0,,,,978836.0,свободная продажа,https://www.cian.ru/sale/flat/286479861/,,,
Тверской,Страстной бул.,2.0,Вторичка,3.0,"2 совмещенных, 1 раздельный",На улицу и двор,Евроремонт,Кирпичный,Подземная,110.0,,,,,973684.0,свободная продажа,https://www.cian.ru/sale/flat/303122985/,возможна,,
Тверской,Тверская ул.,3.0,Вторичка,36.0,2 совмещенных,На улицу и двор,Евроремонт,Кирпичный,Наземная,,25.0,,,,750000.0,свободная продажа,https://www.cian.ru/sale/flat/308064971/,,,
,,13.0,Вторичка,31.0,3 совмещенных,Во двор,Дизайнерский,Кирпичный,,175.5,10.0,,,,918110.0,свободная продажа,https://www.cian.ru/sale/flat/305022413/,,,
Замоскворечье,Пятницкая ул.,10.0,Вторичка,,"2 совмещенных, 1 раздельный",,Евроремонт,Кирпичный,Наземная,,,,,,940860.0,свободная продажа,https://www.cian.ru/sale/flat/307446699/,,,
Раменки,ул. Улофа Пальме,14.0,Вторичка,,3 совмещенных,Во двор,Дизайнерский,Кирпичный,,,10.0,,,,918635.0,свободная продажа,https://www.cian.ru/sale/flat/271772450/,,,
Раменки,ул. Улофа Пальме,13.0,Вторичка,,3 совмещенных,На улицу и двор,Дизайнерский,Кирпичный,,111.5,,,,,918635.0,свободная продажа,https://www.cian.ru/sale/flat/277416695/,возможна,,
,,5.0,Вторичка / Апартаменты,,,На улицу,Без ремонта,Монолитный,Подземная,120.0,40.0,,,,894472.0,свободная продажа,https://www.cian.ru/sale/flat/304944398/,,,
,,10.0,Вторичка,,"2 совмещенных, 1 раздельный",На улицу,Евроремонт,Монолитно-кирпичный,Подземная,90.0,15.0,,,,991389.0,свободная продажа,https://www.cian.ru/sale/flat/301124869/,,,
Тверской,Тверская ул.,5.0,Вторичка,371.0,"2 совмещенных, 2 раздельных",На улицу,Дизайнерский,Кирпичный,Наземная,120.0,60.0,,,,890000.0,свободная продажа,https://www.cian.ru/sale/flat/301044984/,,,
Якиманка,ул. Шаболовка,9.0,Вторичка / Пентхаус,38.0,4 раздельных,На улицу и двор,Евроремонт,Монолитно-кирпичный,Подземная,101.0,16.0,,,,547112.0,свободная продажа,https://www.cian.ru/sale/flat/284800710/,возможна,,
,,14.0,Вторичка,35.0,"1 совмещенный, 3 раздельных",На улицу и двор,Без ремонта,Монолитный,Подземная,100.0,20.0,,,,917857.0,свободная продажа,https://www.cian.ru/sale/flat/305067857/,,,
Раменки,Минская ул.,14.0,Вторичка,,"1 совмещенный, 3 раздельных",На улицу и двор,Без ремонта,Монолитный,Подземная,100.0,20.0,,,,998890.0,свободная продажа,https://www.cian.ru/sale/flat/301175471/,,,
,,8.0,Вторичка,,,,,Монолитный,,70.0,45.0,,,,795556.0,свободная продажа,https://www.cian.ru/sale/flat/307742275/,,,
,,9.0,Вторичка,35.0,"1 совмещенный, 1 раздельный",,Без ремонта,Монолитный,,100.0,20.0,,,,998890.0,свободная продажа,https://www.cian.ru/sale/flat/302277642/,возможна,,
,,8.0,Вторичка,,"1 совмещенный, 1 раздельный",,Дизайнерский,Монолитный,Подземная,180.0,30.0,,,,813182.0,свободная продажа,https://www.cian.ru/sale/flat/298132854/,,,
,,10.0,Вторичка,32.0,,,Без ремонта,Монолитно-кирпичный,,105.0,15.0,,,,966845.0,свободная продажа,https://www.cian.ru/sale/flat/307742119/,,,
Замоскворечье,Пятницкая ул.,10.0,Вторичка,,"2 совмещенных, 1 раздельный",Во двор,Евроремонт,Кирпичный,,137.0,30.0,,,,978495.0,свободная продажа,https://www.cian.ru/sale/flat/296279281/,,,
,,12.0,Вторичка,32.0,1 раздельный,Во двор,,Блочный,,192.0,16.0,,,,748776.0,свободная продажа,https://www.cian.ru/sale/flat/307742215/,,,
Аэропорт,Ленинградский просп.,6.0,Вторичка / Апартаменты,3.0,3 совмещенных,На улицу и двор,Дизайнерский,Монолитно-кирпичный,Открытая,151.0,25.0,,,,948718.0,свободная продажа,https://www.cian.ru/sale/flat/274485942/,возможна,,
,,6.0,Вторичка / Апартаменты,,2 совмещенных,На улицу и двор,Дизайнерский,Монолитно-кирпичный,,145.0,25.0,,,,948718.0,свободная продажа,https://www.cian.ru/sale/flat/304137069/,возможна,,
,,6.0,Вторичка / Апартаменты,31.0,3 совмещенных,На улицу и двор,Дизайнерский,Монолитный,Подземная,,15.0,,,,947692.0,свободная продажа,https://www.cian.ru/sale/flat/296703940/,,,
